Statement,,,,Result
I have been much tougher on Russia than Obama^ just look at the facts. Total Fake News!,,,,barely-true
Forty percent of the guns in this country are sold without any background checks.,,,,FALSE
There are more guns in this country than there are people.,,,,half-true
"Says ""50 percent of venture capital goes to California. Most of the rest of it goes to New York and Massachusetts.""",,,,mostly-true
"In Parkland^ Fla. ""the mass murderer was immersed in Islamic and leftwing hate.""",,,,pants-fire
I never said Russia did not meddle in the election.,,,,pants-fire
3 American women are murdered every day by their husband or boyfriend.,,,,mostly-true
"Says Melania Trump hired exorcist to ""cleanse White House of Obama demons.""",,,,pants-fire
Trump declares globalist Soros as ‘national security threat’ using Obama’s 2014 executive order.,,,,pants-fire
In the 1980s^ the state funded 68% of school expenses^ and now the state’s share is 38%.,,,,half-true
"Says he’s a ""retired U.S. Navy officer.""",,,,FALSE
"Says Michelle Obama said Florida shooting ""is clearly our president’s fault.""",,,,pants-fire
I don’t need a lecture from Kirsten Gillibrand or anybody else who protected and defended and harbored a sitting president who had sexual relations in the Oval Office and was impeached for lying.,,,,barely-true
"About New York state: ""We have the highest debt per capita.""",,,,TRUE
"The president is cutting the CDC budget by 80%.,https://www.politifact.com/factchecks/2018/feb/16/bobbie-richardson/nc-democrat-says-trumps-cutting-cdc-budget-80-perc/,uary 16^ 2018,Bobbie Richardson,false
Says he has a plan for $1 billion in tax relief for Illinois.""",,,,barely-true
"Says that as a judge^ she has ""presided over more than 10^000 cases.""",,,,TRUE
In the rest of the world^ there have been 18 school shootings in the last twenty years. In the U.S.^ there have been 18 school shootings since January 1.,,,,barely-true
One-third of Floridians own guns. One-third.,,,,mostly-true
Breaking: four million Democrat votes just declared fraudulent.,,,,pants-fire
Fifty seats have already changed hands from the Republicans to the Democrats since Donald Trump was elected.,,,,mostly-true
"Says he is ""one of America's leading consumer lawyers.""",,,,FALSE
There’s a large number of schools in Texas that don’t even offer sex education.,,,,half-true
Russian source behind fake Trump dossier killed in Russian plane crash^ Rosatom CFO also dead,,,,pants-fire
"Says Tim Burns and Rebecca Dallet ""have openly criticized laws signed by Governor Walker that they disagree with and are campaigning as activists who will implement their policies from the bench.""",,,,half-true
The president has been very clear. All forms of abuse^ all forms of battery against women are deplorable and disgusting. ... He’s said that multiple times in the past.,,,,FALSE
"In 2005 or 2006 U.S. Sen. Chuck Schumer ""voted for the wall.""",,,,half-true
There are more immigrants in our country right now than any other time.,,,,mostly-true
"The ""FBI was actively investigating Hillary Clinton's use of a private email server"" on Sept. 2^ 2016.",,,,FALSE
Obama did in fact unconstitutionally spy on Trump throughout the presidential election.,,,,FALSE
Food stamp enrollment drops by four million in one month.,,,,mostly-true
"Says Donald Trump is ""canceling funding for Obama’s free house and library.""",,,,pants-fire
"In Georgia^ ""25 percent of rural residents"" are ""without access to high speed internet.""",,,,TRUE
Rauner made you pay for abortions in all nine months of pregnancy.,,,,FALSE
George W. Bush doubled the debt from $5 trillion to $10 trillion. President Obama doubled the debt from $10 trillion to $20 trillion. Now we're on course to exceed $30 trillion in the next seven years or so.,,,,mostly-true
Heitkamp has voted against Trump 68 percent of time.,,,,barely-true
Richard Corcoran has a plan to divert even more of our tax dollars to unaccountable private schools.,,,,half-true
The past president (Barack Obama) brought Al Sharpton into the White House something like 80 times.,,,,TRUE
"The UNC athletic director’s $705^000 salary was ""not at market. Not even close.""",,,,mostly-true
The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working.,,,,barely-true
Smoking in cars with children is illegal starting January 30^ 2018.,,,,FALSE
Just in: 45 states just banned Sharia law,,,,pants-fire
Californians are overwhelmingly against this concept of the illegal sanctuary state.,,,,FALSE
"Many gang members have taken advantage of ""glaring loopholes and our laws to enter the country as illegal^ unaccompanied^ alien minors.""",,,,half-true
Violent crime in Puerto Rico is on the rise as nearly one-third of the island remains without power.,,,,half-true
First NFL team declares bankruptcy over kneeling thugs.,,,,pants-fire
"At the State of the Union address^ Democrats^ ""even on positive news … were like death and un-American. Un-American. Somebody said^ ‘treasonous.’ I mean^ yeah^ I guess^ why not? Can we call that treason? Why not?""",,,,pants-fire
If the Dow Joans ever falls more than 1000 ‘points’ in a Single Day the sitting president should be 'loaded' into a very big cannon and Shot into the sun at TREMENDOUS SPEED! No excuses!,,,,pants-fire
Heitkamp High-Fives Schumer After Voting Against 20-Week Abortion Ban.,,,,FALSE
"Says Mike DeWine ""interfered with and stifled"" a sexual harassment investigation and then ""eliminated the office that investigated harassment claims within the AG’s office.""",,,,barely-true
There was no requirement to put in affordable housing.,,,,TRUE
"We invested in our transportation system ""$24 billion over eight years. That’s $3 billion more than what former Governor Jim Doyle spent on transportation over the same period of time.""",,,,barely-true
"Says the Steele dossier ""was—according to (James Comey's) June 2017 testimony—'salacious and unverified.' """,,,,half-true
Trump’s tax reform plan was nothing more than a middle-class tax increase.,,,,FALSE
"Says that singer Dolly Parton said^ ""Trump in one year is already better than 16 years of Bush^ Obama put together.""",,,,pants-fire
Says the Texas Department of Agriculture didn’t notify over 700 Texas students about a computer hack releasing critical personal information including Social Security numbers until 32 days after the breach.,,,,barely-true
"Georgia ""has the lowest minimum wage in the country.""",,,,mostly-true
100% of heroin/fentanyl epidemic is because we don't have a WALL.,,,,pants-fire
Incredibly^ some Tallahassee politicians want to make Florida a sanctuary state.,,,,half-true
NFL lawyer^ who claimed Super Bowl is ‘rigged’^ found dead.,,,,pants-fire
Instead of two for one^ we have cut 22 burdensome regulations for everyone new rule.,,,,barely-true
Under President Barack Obama: 4 million jobs lost^ unemployment rose from 7.8% to 9.9%^ the S&P 500 was 1^115.1 and the GDP went down 2.8%.,,,,half-true
Consumer confidence^ business confidence^ and manufacturing confidence are the highest they have been in many decades.,,,,half-true
I have introduced balanced budgets every year that I’ve been governor.,,,,pants-fire
"About 1.1 million people legally enter the U.S. each year as permanent residents -- ""65 percent of that is some kind of chain migration; 22 percent is diversity lottery^ ‘asyling^’ refugees; only about 14^ 15 percent has anything to do with work.""",,,,half-true
45.6 million people watched (the State of the Union)^ the highest number in history. @FoxNews beat every other Network^ for the first time ever^ with 11.7 million people tuning in.,,,,barely-true
Texas is home to more feral pigs than any other state — an estimated 50 percent to 75 percent of all feral swine in the nation.,,,,half-true
"Democrats ""booed families of children murdered by MS13.""",,,,pants-fire
Rep. Paul Gosar asks Capitol Police to arrest illegal immigrants attending State of the Union.,,,,TRUE
Fall River^ Massachusetts was not 'built by immigrants.' ,,,,FALSE
New York consistently ranks as one of the worst voting turnout states in the nation.,,,,TRUE
New York has the third lowest rate of gun-caused death in America.,,,,TRUE
70 percent of the income tax that the state collects happens to come from Westchester^ Nassau^ Suffolk and New York City,,,,TRUE
We have the highest graduation rate of basketball players in the history of the NCAA. We have the highest graduation rate of African-American basketball players in the history of the NCAA in basketball.,,,,barely-true
There were slaves in 1845 who helped construct and build the Old Capitol.,,,,mostly-true
Apple has just announced it plans to invest a total of $350 billion in America^ and hire another 20^000 workers.,,,,half-true
A single immigrant can bring in unlimited numbers of distant relatives.,,,,barely-true
"Says Paul Soglin took Madison backward -- ""businesses have left and murders have gone up.""",,,,barely-true
Top CEOs (are) making 300 times the average worker.,,,,mostly-true
In the past^ we have foolishly released hundreds and hundreds of dangerous terrorists^ only to meet them again on the battlefield — including the ISIS leader^ al-Baghdadi^ who we captured^ who we had^ who we released.,,,,barely-true
We are now^ very proudly^ an exporter of energy to the world.,,,,barely-true
